"major","minor","broad","detailed","major.title","minor.title","broad.title","detailed.title","notes"
"29-0000","29-2000","29-2010","29-2011","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Clinical Laboratory Technologists and Technicians","Medical and Clinical Laboratory Technologists",NA
"29-0000","29-2000","29-2010","29-2012","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Clinical Laboratory Technologists and Technicians","Medical and Clinical Laboratory Technicians",NA
"29-0000","29-2000","29-2020",NA,"Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Dental Hygienists",NA,NA
"29-0000","29-2000","29-2020","29-2021","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Dental Hygienists","Dental Hygienists",NA
"29-0000","29-2000","29-2030",NA,"Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Diagnostic Related Technologists and Technicians",NA,NA
"29-0000","29-2000","29-2030","29-2031","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Diagnostic Related Technologists and Technicians","Cardiovascular Technologists and Technicians",NA
"29-0000","29-2000","29-2030","29-2032","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Diagnostic Related Technologists and Technicians","Diagnostic Medical Sonographers",NA
"29-0000","29-2000","29-2030","29-2033","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Diagnostic Related Technologists and Technicians","Nuclear Medicine Technologists",NA
"29-0000","29-2000","29-2030","29-2034","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Diagnostic Related Technologists and Technicians","Radiologic Technologists",NA
"29-0000","29-2000","29-2030","29-2035","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Diagnostic Related Technologists and Technicians","Magnetic Resonance Imaging Technologists",NA
"29-0000","29-2000","29-2040",NA,"Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Emergency Medical Technicians and Paramedics",NA,NA
"29-0000","29-2000","29-2040","29-2041","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Emergency Medical Technicians and Paramedics","Emergency Medical Technicians and Paramedics",NA
"29-0000","29-2000","29-2050",NA,"Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Health Practitioner Support Technologists and Technicians",NA,NA
"29-0000","29-2000","29-2050","29-2051","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Health Practitioner Support Technologists and Technicians","Dietetic Technicians",NA
"29-0000","29-2000","29-2050","29-2052","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Health Practitioner Support Technologists and Technicians","Pharmacy Technicians",NA
"29-0000","29-2000","29-2050","29-2053","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Health Practitioner Support Technologists and Technicians","Psychiatric Technicians",NA
"29-0000","29-2000","29-2050","29-2054","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Health Practitioner Support Technologists and Technicians","Respiratory Therapy Technicians",NA
"29-0000","29-2000","29-2050","29-2055","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Health Practitioner Support Technologists and Technicians","Surgical Technologists",NA
"29-0000","29-2000","29-2050","29-2056","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Health Practitioner Support Technologists and Technicians","Veterinary Technologists and Technicians",NA
"29-0000","29-2000","29-2050","29-2057","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Health Practitioner Support Technologists and Technicians","Ophthalmic Medical Technicians",NA
"29-0000","29-2000","29-2060",NA,"Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Licensed Practical and Licensed Vocational Nurses",NA,NA
"29-0000","29-2000","29-2060","29-2061","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Licensed Practical and Licensed Vocational Nurses","Licensed Practical and Licensed Vocational Nurses",NA
"29-0000","29-2000","29-2070",NA,"Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Medical Records and Health Information Technicians",NA,NA
"29-0000","29-2000","29-2070","29-2071","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Medical Records and Health Information Technicians","Medical Records and Health Information Technicians",NA
"29-0000","29-2000","29-2080",NA,"Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Opticians, Dispensing",NA,NA
"29-0000","29-2000","29-2080","29-2081","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Opticians, Dispensing","Opticians, Dispensing",NA
"29-0000","29-2000","29-2090",NA,"Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Miscellaneous Health Technologists and Technicians",NA,NA
"29-0000","29-2000","29-2090","29-2091","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Miscellaneous Health Technologists and Technicians","Orthotists and Prosthetists",NA
"29-0000","29-2000","29-2090","29-2092","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Miscellaneous Health Technologists and Technicians","Hearing Aid Specialists",NA
"29-0000","29-2000","29-2090","29-2099","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Miscellaneous Health Technologists and Technicians","Health Technologists and Technicians, All Other",NA
"29-0000","29-9000",NA,NA,"Healthcare Practitioners and Technical Occupations","Other Healthcare Practitioners and Technical Occupations",NA,NA,NA
"29-0000","29-9000","29-9010",NA,"Healthcare Practitioners and Technical Occupations","Other Healthcare Practitioners and Technical Occupations","Occupational Health and Safety Specialists and Technicians",NA,NA
"29-0000","29-9000","29-9010","29-9011","Healthcare Practitioners and Technical Occupations","Other Healthcare Practitioners and Technical Occupations","Occupational Health and Safety Specialists and Technicians","Occupational Health and Safety Specialists",NA
"29-0000","29-9000","29-9010","29-9012","Healthcare Practitioners and Technical Occupations","Other Healthcare Practitioners and Technical Occupations","Occupational Health and Safety Specialists and Technicians","Occupational Health and Safety Technicians",NA
"29-0000","29-9000","29-9090",NA,"Healthcare Practitioners and Technical Occupations","Other Healthcare Practitioners and Technical Occupations","Miscellaneous Health Practitioners and Technical Workers",NA,NA
"29-0000","29-9000","29-9090","29-9091","Healthcare Practitioners and Technical Occupations","Other Healthcare Practitioners and Technical Occupations","Miscellaneous Health Practitioners and Technical Workers","Athletic Trainers",NA
"29-0000","29-9000","29-9090","29-9092","Healthcare Practitioners and Technical Occupations","Other Healthcare Practitioners and Technical Occupations","Miscellaneous Health Practitioners and Technical Workers","Genetic Counselors",NA
"29-0000","29-9000","29-9090","29-9099","Healthcare Practitioners and Technical Occupations","Other Healthcare Practitioners and Technical Occupations","Miscellaneous Health Practitioners and Technical Workers","Healthcare Practitioners and Technical Workers, All Other",NA
"31-0000",NA,NA,NA,"Healthcare Support Occupations",NA,NA,NA,NA
"31-0000","31-1000",NA,NA,"Healthcare Support Occupations","Nursing, Psychiatric, and Home Health Aides",NA,NA,NA
"31-0000","31-1000","31-1010",NA,"Healthcare Support Occupations","Nursing, Psychiatric, and Home Health Aides","Nursing, Psychiatric, and Home Health Aides",NA,NA
"31-0000","31-1000","31-1010","31-1011","Healthcare Support Occupations","Nursing, Psychiatric, and Home Health Aides","Nursing, Psychiatric, and Home Health Aides","Home Health Aides",NA
"31-0000","31-1000","31-1010","31-1013","Healthcare Support Occupations","Nursing, Psychiatric, and Home Health Aides","Nursing, Psychiatric, and Home Health Aides","Psychiatric Aides",NA
"31-0000","31-1000","31-1010","31-1014","Healthcare Support Occupations","Nursing, Psychiatric, and Home Health Aides","Nursing, Psychiatric, and Home Health Aides","Nursing Assistants",NA
"31-0000","31-1000","31-1010","31-1015","Healthcare Support Occupations","Nursing, Psychiatric, and Home Health Aides","Nursing, Psychiatric, and Home Health Aides","Orderlies",NA
"31-0000","31-2000",NA,NA,"Healthcare Support Occupations","Occupational Therapy and Physical Therapist Assistants and Aides",NA,NA,NA
"31-0000","31-2000","31-2010",NA,"Healthcare Support Occupations","Occupational Therapy and Physical Therapist Assistants and Aides","Occupational Therapy Assistants and Aides",NA,NA
"31-0000","31-2000","31-2010","31-2011","Healthcare Support Occupations","Occupational Therapy and Physical Therapist Assistants and Aides","Occupational Therapy Assistants and Aides","Occupational Therapy Assistants",NA
"31-0000","31-2000","31-2010","31-2012","Healthcare Support Occupations","Occupational Therapy and Physical Therapist Assistants and Aides","Occupational Therapy Assistants and Aides","Occupational Therapy Aides",NA
"31-0000","31-2000","31-2020",NA,"Healthcare Support Occupations","Occupational Therapy and Physical Therapist Assistants and Aides","Physical Therapist Assistants and Aides",NA,NA
"31-0000","31-2000","31-2020","31-2021","Healthcare Support Occupations","Occupational Therapy and Physical Therapist Assistants and Aides","Physical Therapist Assistants and Aides","Physical Therapist Assistants",NA
"31-0000","31-2000","31-2020","31-2022","Healthcare Support Occupations","Occupational Therapy and Physical Therapist Assistants and Aides","Physical Therapist Assistants and Aides","Physical Therapist Aides",NA
"31-0000","31-9000",NA,NA,"Healthcare Support Occupations","Other Healthcare Support Occupations",NA,NA,NA
"31-0000","31-9000","31-9010",NA,"Healthcare Support Occupations","Other Healthcare Support Occupations","Massage Therapists",NA,NA
"31-0000","31-9000","31-9010","31-9011","Healthcare Support Occupations","Other Healthcare Support Occupations","Massage Therapists","Massage Therapists",NA
"31-0000","31-9000","31-9090",NA,"Healthcare Support Occupations","Other Healthcare Support Occupations","Miscellaneous Healthcare Support Occupations",NA,NA
"31-0000","31-9000","31-9090","31-9091","Healthcare Support Occupations","Other Healthcare Support Occupations","Miscellaneous Healthcare Support Occupations","Dental Assistants",NA
"31-0000","31-9000","31-9090","31-9092","Healthcare Support Occupations","Other Healthcare Support Occupations","Miscellaneous Healthcare Support Occupations","Medical Assistants",NA
"31-0000","31-9000","31-9090","31-9093","Healthcare Support Occupations","Other Healthcare Support Occupations","Miscellaneous Healthcare Support Occupations","Medical Equipment Preparers",NA
"31-0000","31-9000","31-9090","31-9094","Healthcare Support Occupations","Other Healthcare Support Occupations","Miscellaneous Healthcare Support Occupations","Medical Transcriptionists",NA
"31-0000","31-9000","31-9090","31-9095","Healthcare Support Occupations","Other Healthcare Support Occupations","Miscellaneous Healthcare Support Occupations","Pharmacy Aides",NA
